T275568	0.0809	0.8400
T135202	-0.8042	0.1300
T019989	-0.1160	0.7800
T190264	0.4381	0.3400
T231786	0.2517	0.490
T107549	-0.3912	0.4500
T012437	0.2794	0.4500
T074554	0.4056	0.2400
T074553	-0.2948	0.5800
T073016	-0.2230	0.660
T073015	0.8325	0.130
T327855	-0.0307	0.9400
T218701	-0.4202	0.2500
T327859	-0.1144	0.7300
T073019	0.0608	0.900
T093996	0.0347	0.9200
T085771	0.0557	0.8700
T181493	0.2412	0.6000
T348280	-0.5948	0.2400
T117944	-0.1351	0.8000
T169470	0.3357	0.390
T128248	-0.0444	0.9000
T125427	0.2279	0.6000
T263567	0.1282	0.7100
T284448	-0.922	0.0610
T214861	-0.1156	0.7500
T139945	0.3612	0.390
T139412	0.1777	0.620
T139948	0.3048	0.4700
T200383	0.3740	0.5400
T320554	0.3220	0.4900
T078794	-0.624	0.2500
T018350	0.5746	0.2800
T164978	0.2065	0.5600
T110327	-0.205	0.5200
T151603	-0.223	0.5900
T359449	-0.5945	0.1100
T254677	-0.661	0.2300
T111815	0.4597	0.310
T254672	-0.8235	0.170
T254670	-0.5854	0.1800
T254678	-0.0392	0.920
T098325	-0.0557	0.9100
T176285	-0.5073	0.230
T220163	0.1084	0.8000
T261545	-0.232	0.6500
T261544	-0.250	0.6400
T291995	0.4226	0.3200
T291996	0.276	0.4000
T048595	0.0454	0.9100
T333819	0.1652	0.6500
T195261	0.662	0.0880
T168481	0.6910	0.098
T230009	-0.534	0.2700
T314380	-0.1357	0.7200
T061702	-0.0836	0.840
T092147	0.2957	0.450
T345432	-0.0890	0.840
T243187	0.0839	0.8200
T060078	-0.4775	0.2400
T060079	-0.4590	0.2400
T364586	0.2065	0.5700
T195198	0.4526	0.3300
T066953	0.863	0.1500
T050359	-0.7577	0.160
T180441	0.727	0.1200
T240984	-0.2936	0.4400
T059102	0.1121	0.8000
T247405	-0.0240	0.9600
T302771	0.0360	0.9100
T350607	-0.2746	0.5200
T152186	-0.3523	0.4000
T023588	0.2920	0.450
T194027	0.1299	0.780
T136494	-0.0633	0.9100
T194024	-0.1292	0.740
T123737	0.0576	0.8700
T066031	0.3403	0.3900
T285014	0.1724	0.6700
T148768	0.573	0.310
T099562	0.121	0.780
T115222	0.2369	0.6300
T115221	0.0853	0.8600
T203742	0.770	0.1700
T331623	-0.4616	0.1900
T205747	-0.0139	0.9700
T205748	-0.2376	0.5900
T104481	0.9608	0.0480
T129676	0.00233	1.000
T129677	0.2111	0.590
T130236	-0.111	0.7500
T129675	0.00914	0.9800
T128246	0.1340	0.7400
T272008	0.0134	0.9800
T230701	-0.0242	0.9400
T177475	0.1263	0.8100
T196170	-0.0201	0.960
T288764	0.3829	0.2300
T294244	-0.0174	0.9700
T065634	-0.0434	0.9100
T125569	0.1504	0.6500
T309376	0.3814	0.4400
T129451	0.2949	0.4500
T130155	-0.525	0.320
T130156	0.6302	0.210
T324337	0.0326	0.9300
T227650	-0.0998	0.8000
T227657	-0.1580	0.6400
T129955	-0.1692	0.6600
T121286	-0.3121	0.4200
T373973	-0.1058	0.7300
T171355	0.0270	0.9400
T159183	0.1502	0.7200
T159184	0.1832	0.6600
T074090	0.3494	0.4700
T117175	-0.3317	0.2900
T158634	-0.1934	0.5500
T074098	-0.0714	0.8300
T348137	0.0283	0.950
T241117	-0.7431	0.0890
T165981	0.00416	0.9900
T126035	-0.5495	0.2600
T126034	-0.2871	0.4900
T334257	0.0138	0.9700
T182926	0.310	0.3400
T229128	0.0429	0.9000
T177897	-0.1528	0.6700
T188120	0.3295	0.3400
T061397	-0.2280	0.5600
T016619	-0.1333	0.7400
T274516	0.5963	0.140
T126159	1.0269	0.084
T056766	1.1131	0.066
T150556	-0.0685	0.830
T150550	0.1036	0.7500
T333158	0.383	0.3700
T217446	0.1211	0.7300
T375533	-0.0132	0.980
T145003	-0.5351	0.3400
T334872	-0.1714	0.6400
T034374	0.8391	0.0710
T067941	-0.4533	0.2500
T180386	-0.3086	0.4100
T307687	-0.1063	0.7600
T202998	-0.000267	1.0000
T060449	-0.0822	0.810
T202990	0.5417	0.200
T224837	-1.158	0.0500
T297424	-0.4707	0.3100
T026197	0.1855	0.6500
T045664	0.3321	0.4800
T173769	0.0626	0.8600
T156491	0.3020	0.450
T031872	-0.2574	0.5200
T371236	0.1473	0.7000
T031878	-0.0416	0.9100
T023113	0.0676	0.8600
T076550	-0.0799	0.8300
T356489	-0.1131	0.8000
T055152	0.520	0.330
T264004	0.1461	0.720
T044900	0.2086	0.600
T329662	0.5864	0.140
T252689	-1.0489	0.0540
T131417	0.1122	0.7100
T004473	0.0499	0.8900
T338722	0.2584	0.5300
T092657	0.549	0.2100
T237047	-0.1410	0.7200
T030051	-0.349	0.4400
T009216	-0.291	0.4200
T018355	0.7789	0.1500
T154791	-0.6620	0.1400
T154062	-0.4082	0.4100
T330617	-0.6063	0.2500
T380574	-0.2051	0.6600
T196786	0.656	0.1900
T127511	-0.1969	0.6300
T196783	0.714	0.0760
T196789	0.976	0.0340
T004062	0.2914	0.470
T366548	-0.2485	0.5600
T065407	0.2129	0.5100
T200456	0.1841	0.640
T335649	1.603	0.0300
T048144	0.4303	0.370
T114088	0.4847	0.260
T365891	-0.0175	0.9600
T372142	-0.0562	0.880
T102861	0.0606	0.8500
T301689	-0.1121	0.770
T301683	0.9199	0.0750
T301681	0.3113	0.480
T301684	-0.3907	0.3700
T008165	1.2079	0.063
T373094	-0.0788	0.8300
T113652	0.1418	0.730
T082674	-0.1973	0.6600
T345416	-0.267	0.570
T345417	-0.2876	0.5500
T226842	0.4155	0.2600
T061273	-0.2761	0.5500
T061278	0.0681	0.8500
T032282	0.3736	0.3300
T183841	0.1578	0.6300
T188826	1.0718	0.0420
T187833	0.0299	0.9500
T174358	0.452	0.2300
T360673	0.1268	0.7600
T314059	0.5629	0.1200
T362814	-0.0158	0.970
T314050	0.3802	0.3100
T368113	-0.0412	0.9300
T368114	0.3417	0.430
T063691	-0.627	0.2100
T123753	0.6128	0.1400
T375672	0.3611	0.4300
T307745	-0.8247	0.1500
T233174	-0.0878	0.8300
T133951	-0.1589	0.6500
T093217	-0.1752	0.6800
T030864	-0.2159	0.6800
T030862	-0.1522	0.7500
T030861	-0.3869	0.3400
T066064	0.6489	0.190
T334248	-0.6458	0.1900
T232333	0.6365	0.110
T334719	0.1990	0.610
T014702	0.2953	0.450
T346493	-0.1250	0.800
T128529	0.2895	0.5300
T141628	0.0636	0.870
T166425	0.441	0.310
T105518	-0.3795	0.4000
T048011	-0.3389	0.4600
T370751	-0.0439	0.9200
T081835	0.1682	0.6500
T351663	-0.117	0.7800
T081839	0.6744	0.180
T172132	0.0423	0.9300
T166615	0.00446	0.9900
T171443	0.5917	0.1400
T064965	-0.2953	0.5400
T225819	1.199	0.0500
T316759	-0.2323	0.5900
T378186	0.5312	0.2600
T013531	0.4569	0.4600
T311397	0.938	0.0240
T274539	-0.3478	0.4200
T133178	0.4174	0.4100
T321584	-0.0492	0.910
