T355292	0.0341	0.690
T275568	0.0604	0.4700
T135202	0.1510	0.058
T019989	-0.0879	0.280
T275564	-0.0287	0.7500
T190264	0.0475	0.5500
T324413	0.0329	0.680
T324412	0.0608	0.450
T324410	0.0583	0.480
T324416	0.0311	0.700
T324414	0.0437	0.610
T231786	-0.0141	0.8600
T107549	-0.0168	0.8400
T074554	-0.00464	0.9500
T073016	-0.0150	0.860
T073015	-0.0203	0.8100
T327855	0.0728	0.380
T218701	0.00166	0.9800
T327859	-0.0506	0.5700
T073019	0.00374	0.9600
T093996	0.1187	0.1400
T085771	-0.0571	0.4700
T181493	0.0402	0.6000
T348280	0.0582	0.4600
T248987	-0.0934	0.2700
T117944	-0.0544	0.530
T169470	-0.0183	0.8100
T379044	0.1581	0.077
T128248	0.1363	0.1300
T125427	0.1634	0.0630
T362204	-0.1220	0.1400
T263567	0.0123	0.890
T284448	-0.00305	0.9700
T205376	-0.0309	0.710
T214861	-0.0836	0.3400
T139412	-0.0197	0.810
T200383	-0.0114	0.8900
T320554	0.0334	0.680
T078794	0.0958	0.2600
T018350	0.00141	0.9900
T110324	0.0365	0.6800
T110327	0.0317	0.710
T151603	0.0289	0.7200
T359449	-0.0484	0.570
T254677	0.0432	0.610
T111815	-0.000154	1.0000
T254672	0.0287	0.7200
T254670	0.00655	0.9400
T255670	-0.0564	0.52
T255677	-0.0849	0.3200
T098325	0.0704	0.370
T333063	0.0229	0.7800
T291191	0.0412	0.6200
T053657	-0.0118	0.8900
T310278	0.0813	0.3300
T176285	-0.0158	0.8500
T250117	-0.00743	0.9400
T261545	-0.0294	0.7200
T261544	-0.0388	0.6400
T261323	-0.0325	0.700
T048595	-0.1151	0.190
T378637	0.0112	0.8900
T200290	-0.2088	0.0220
T333819	0.0511	0.5400
T247954	-0.2159	0.015
T168482	0.0208	0.8000
T168481	0.0474	0.550
T230009	0.0363	0.6600
T114379	0.0364	0.660
T314380	-0.0511	0.5300
T160461	-0.1113	0.2100
T061702	-0.0527	0.540
T061258	0.0811	0.3300
T060078	0.0487	0.5700
T060079	-0.0554	0.4900
T364581	0.0815	0.320
T195198	0.0108	0.8900
T336822	-0.1022	0.2600
T050359	0.0259	0.7400
T180441	0.0206	0.8000
T240984	-0.0281	0.7500
