T275568	-0.412	0.04
T019989	-0.2554	0.28
T190264	-0.0798	0.69
T324410	-0.1161	0.56
T324414	0.4250	0.05
T231786	-0.2426	0.26
T074554	-0.5435	0.012
T073016	0.1494	0.50
T327855	0.0258	0.90
T218701	-0.0799	0.71
T327859	-0.0698	0.72
T093996	0.0167	0.93
T085771	-0.2259	0.30
T181493	0.1040	0.61
T348280	-0.1072	0.64
T117944	-0.1468	0.48
T169470	0.0800	0.70
T128248	-0.2563	0.26
T284448	-0.3071	0.15
T205376	-0.1985	0.32
T139945	-0.0840	0.66
T139412	0.0403	0.85
T139948	-0.2819	0.22
T200383	-0.1876	0.36
T320554	-0.0359	0.86
T078794	0.3114	0.15
T018350	0.2089	0.31
T110327	-0.1860	0.36
T151603	-0.3369	0.11
T359449	-0.3035	0.17
T254677	-0.1120	0.61
T254672	-0.1419	0.50
T353403	-0.0749	0.74
T098325	-0.514	0.023
T333063	-0.2908	0.22
T176285	-0.000505	1.00
T250117	-0.136	0.51
T048595	-0.4229	0.064
T333819	-0.103	0.62
T247954	-0.2838	0.22
T168482	0.0869	0.66
T168481	-0.226	0.28
T314380	-0.2721	0.20
T061702	-0.2569	0.22
T061258	0.0388	0.85
T243187	-0.3284	0.14
T060078	-0.3563	0.17
T060079	-0.3391	0.13
T195198	-0.574	0.01
T336822	-0.2234	0.34
T050359	-0.0656	0.75
T180441	-0.0641	0.77
T302771	-0.4108	0.074
T350607	-0.1007	0.63
T152186	0.0185	0.93
T023588	0.0263	0.89
T136494	-0.0963	0.65
T123737	-0.0986	0.61
T066031	-0.1987	0.36
T148768	-0.0573	0.79
T256648	0.2794	0.19
T099562	-0.1700	0.46
T115222	-0.1707	0.41
T115221	-0.2153	0.31
T153365	-0.3689	0.11
T205747	0.0855	0.70
T205748	-0.0768	0.71
T129676	-0.1219	0.55
T129677	-0.186	0.39
T129675	0.0932	0.63
T128246	-0.0853	0.69
T272008	-0.00138	0.99
T230701	-0.1369	0.51
T129959	-0.0452	0.84
T177475	0.0935	0.65
T196170	-0.4700	0.031
T294244	0.0292	0.89
T065634	-0.0940	0.66
T309376	-0.1158	0.57
T129451	-0.0355	0.87
T130155	0.0463	0.83
T130156	-0.1826	0.38
T324337	0.0741	0.72
T102504	0.0573	0.76
T212633	-0.0185	0.93
T227657	0.0489	0.83
T121286	0.0347	0.87
T373973	0.0388	0.86
T171355	-0.0951	0.67
T074090	-0.2146	0.33
T158634	-0.0434	0.84
T074099	-0.3927	0.07
T074098	-0.2686	0.22
T241117	-0.1839	0.38
T165981	0.0901	0.66
T126035	0.3963	0.079
T126034	0.1877	0.40
T334257	-0.1498	0.47
T182926	0.148	0.49
T229128	-0.025	0.91
T177897	-0.0181	0.93
T188120	-0.418	0.043
T061397	0.0718	0.75
T061395	-0.0252	0.91
T274516	-0.0386	0.86
T126159	-0.1672	0.46
T150550	-0.0160	0.94
T333158	-0.00629	0.97
T216399	0.1796	0.38
T217446	-0.0152	0.94
T375533	0.0763	0.71
T145003	-0.0896	0.69
T334872	-0.0683	0.76
T226169	-0.230	0.32
T060669	-0.1223	0.60
T206054	0.1063	0.61
T307687	-0.1795	0.38
T202996	-0.3823	0.11
T060449	-0.0200	0.92
T224837	0.0292	0.89
T026197	-0.5031	0.03
T045664	-0.2386	0.26
T173769	0.2295	0.25
T156491	0.2912	0.22
T031872	-0.104	0.61
T371236	-0.1437	0.49
T031878	-0.220	0.26
T076550	-0.1649	0.42
T356489	0.0962	0.65
T085712	-0.1213	0.58
T055152	0.1846	0.39
T044900	-0.2177	0.31
T238488	-0.2169	0.29
T329662	-0.2381	0.32
T252688	-0.2322	0.26
T131417	-0.1020	0.66
T252683	0.1456	0.48
T149821	0.1136	0.61
T009216	-0.3379	0.12
T018355	-0.0893	0.67
T253488	-0.0829	0.71
T087627	-0.2735	0.19
T154791	-0.00664	0.97
T154062	-0.2924	0.22
T330617	-0.3402	0.15
T380574	-0.0282	0.91
T216095	0.0440	0.83
T196789	-0.1487	0.48
T004062	-0.0703	0.74
T335649	-0.1706	0.43
T048144	-0.0402	0.84
T114088	-0.1892	0.40
T301689	0.0266	0.9
T301683	-0.328	0.17
T301681	-0.512	0.036
T301684	0.0276	0.90
T008165	-0.1995	0.34
T082674	0.0124	0.95
T082671	-0.0889	0.69
T251082	-0.2372	0.23
T345416	0.0486	0.83
T226842	0.0487	0.83
