T355292	0.1164	1.5e-01
T275568	-0.0395	6.0e-01
T135202	0.2298	3.9e-03
T019989	0.0545	5.1e-01
T190264	0.3031	6.3e-05
T324413	0.1328	8.8e-02
T324412	0.3712	5.1e-06
T102710	-0.3407	1.9e-04
T324410	0.1932	1.6e-02
T324416	0.1175	1.5e-01
T324415	-0.0290	7.2e-01
T324414	0.2152	8.5e-03
T231786	0.2577	5.9e-04
T107549	-0.1315	1.1e-01
T074554	-0.0213	7.8e-01
T073016	0.00801	9.2e-01
T073015	0.0147	8.5e-01
T351126	-0.1083	2.1e-01
T327855	0.1200	1.3e-01
T218701	0.2440	1.3e-03
T327859	0.1020	2.0e-01
T073019	0.1749	2.4e-02
T093996	0.2985	8.0e-05
T085771	0.1117	1.3e-01
T181493	0.2028	6.9e-03
T348280	0.1322	9.7e-02
T117944	0.3743	2.3e-06
T169470	0.3090	1.0e-04
T363912	-0.2742	4.2e-03
T246324	-0.1062	1.9e-01
T125427	0.0656	4.1e-01
T362204	-0.1837	3.0e-02
T263567	0.1159	1.4e-01
T284448	-0.1192	1.3e-01
T205376	0.1547	5.5e-02
T214861	0.104	1.9e-01
T139945	0.0481	5.6e-01
T139412	0.0560	4.8e-01
T139948	-0.0465	6.0e-01
T200383	0.2543	8.7e-04
T320554	0.2461	1.7e-03
T078794	0.0109	8.9e-01
T018350	-0.1410	8.9e-02
T110324	0.0925	2.7e-01
T110327	0.1917	1.5e-02
T151603	0.3033	9.8e-05
T359449	0.1400	8.0e-02
T254677	0.2175	5.1e-03
T111815	-0.0652	4.5e-01
T254672	0.32409	3.8e-05
T254670	0.3014	1.1e-04
T010586	-0.2788	2.3e-03
T010585	-0.1665	6.1e-02
T098325	-0.1176	1.5e-01
T333063	0.1115	1.5e-01
T291191	0.0593	4.7e-01
T310278	0.0928	2.6e-01
T291198	0.0781	3.5e-01
T176285	-0.0603	4.4e-01
T250117	0.00859	9.2e-01
T261545	0.1555	2.8e-02
T261544	0.1552	2.9e-02
T291995	0.0669	4.2e-01
T291996	0.0141	8.6e-01
T048595	-0.0617	4.4e-01
T378637	0.4169	6.3e-07
T333819	-0.2859	5.0e-04
T195261	0.1378	8.6e-02
T247954	0.137	8.2e-02
T168482	0.3014	1.8e-04
T168481	0.2984	1.7e-04
